"COD","CODMUN7","Estado","ano","Nome","CV_SCR1 (1 ano)","CV_SCR2 (15 meses)"
"150497","1504976","Pará","2017","Nova Ipixuna","6136","8815.17"
"150500","1505007","Pará","2017","Nova Timboteua","5507","6748.47"
"150503","1505031","Pará","2017","Novo Progresso","13255","8446.07"
"150506","1505064","Pará","2017","Novo Repartimento","23473","6669.44"
"150510","1505106","Pará","2017","Óbidos","19694","5675.95"
"150520","1505205","Pará","2017","Oeiras do Pará","10728","6356.47"
"150530","1505304","Pará","2017","Oriximiná","24460","5391.37"
"150540","1505403","Pará","2017","Ourém","5730","7689.53"
"150543","1505437","Pará","2017","Ourilândia do Norte","11629","8169.93"
"150548","1505486","Pará","2017","Pacajá","14027","7513.44"
"150549","1505494","Pará","2017","Palestina do Pará","2658","10227.27"
"150550","1505502","Pará","2017","Paragominas","42618","5826.17"
"150553","1505536","Pará","2017","Parauapebas","71783","5590.48"
"150555","1505551","Pará","2017","Pau D'Arco","2147","5043.48"
"150560","1505601","Pará","2017","Peixe-Boi","2740","6930.69"
"150563","1505635","Pará","2017","Piçarra","4944","11594.20"
"150565","1505650","Pará","2017","Placas","9690","6205.67"
"150570","1505700","Pará","2017","Ponta de Pedras","9377","9449.28"
"150580","1505809","Pará","2017","Portel","17311","3653.44"
"150590","1505908","Pará","2017","Porto de Moz","13251","2773.22"
"150600","1506005","Pará","2017","Prainha","10517","6110.33"
"150610","1506104","Pará","2017","Primavera","4390","6279.07"
"150611","1506112","Pará","2017","Quatipuru","4864","8511.90"
"150613","1506138","Pará","2017","Redenção","35573","5403.88"
"150616","1506161","Pará","2017","Rio Maria","8197","7022.06"
"150618","1506187","Pará","2017","Rondon do Pará","19735","6120.30"
"150619","1506195","Pará","2017","Rurópolis","15223","7486.19"
"150620","1506203","Pará","2017","Salinópolis","17534","6236.56"
"150630","1506302","Pará","2017","Salvaterra","7591","6424.73"
"150635","1506351","Pará","2017","Santa Bárbara do Pará","6612","3581.66"
"150640","1506401","Pará","2017","Santa Cruz do Arari","2759","10129.87"
"150650","1506500","Pará","2017","Santa Izabel do Pará","24901","5247.72"
"150655","1506559","Pará","2017","Santa Luzia do Pará","6384","5555.56"
"150658","1506583","Pará","2017","Santa Maria das Barreiras","6027","10070.42"
"150660","1506609","Pará","2017","Santa Maria do Pará","9961","5808.22"
"150670","1506708","Pará","2017","Santana do Araguaia","25195","7840.71"
"150680","1506807","Pará","2017","Santarém","126139","4845.88"
"150690","1506906","Pará","2017","Santarém Novo","1766","7788.46"
"150700","1507003","Pará","2017","Santo Antônio do Tauá","11117","8344.83"
"150710","1507102","Pará","2017","São Caetano de Odivelas","6656","6933.33"
"150715","1507151","Pará","2017","São Domingos do Araguaia","9534","9313.43"
"150720","1507201","Pará","2017","São Domingos do Capim","11951","6857.71"
"150730","1507300","Pará","2017","São Félix do Xingu","35707","7293.09"
"150740","1507409","Pará","2017","São Francisco do Pará","5620","9022.22"
"150745","1507458","Pará","2017","São Geraldo do Araguaia","10527","4219.78"
"150746","1507466","Pará","2017","São João da Ponta","2101","4810.13"
"150747","1507474","Pará","2017","São João de Pirabas","6957","5180.72"
"150750","1507508","Pará","2017","São João do Araguaia","4687","3509.62"
"150760","1507607","Pará","2017","São Miguel do Guamá","21324","8418.76"
"150770","1507706","Pará","2017","São Sebastião da Boa Vista","7928","11176.47"
"150775","1507755","Pará","2017","Sapucaia","2369","10823.53"
"150780","1507805","Pará","2017","Senador José Porfírio","5122","4179.69"
"150790","1507904","Pará","2017","Soure","8750","5543.77"
"150795","1507953","Pará","2017","Tailândia","28805","7919.38"
"150796","1507961","Pará","2017","Terra Alta","3699","8941.18"
"150797","1507979","Pará","2017","Terra Santa","6749","6022.73"
"150800","1508001","Pará","2017","Tomé-Açu","23793","7533.42"
"150803","1508035","Pará","2017","Tracuateua","11088","4448.67"
"150805","1508050","Pará","2017","Trairão","7140","8009.05"
"150808","1508084","Pará","2017","Tucumã","17972","8569.13"
"150810","1508100","Pará","2017","Tucuruí","41737","6255.99"
"150812","1508126","Pará","2017","Ulianópolis","15589","4472.05"
"150815","1508159","Pará","2017","Uruará","18923","6722.22"
"150820","1508209","Pará","2017","Vigia","19390","5491.25"
"150830","1508308","Pará","2017","Viseu","16048","3187.01"
"150835","1508357","Pará","2017","Vitória do Xingu","5695","7182.74"
"150840","1508407","Pará","2017","Xinguara","18477","6895.39"
"160005","1600055","Amapá","2017","Serra do Navio","1767","17462.69"
"160010","1600105","Amapá","2017","Amapá","3225","9846.15"
"160015","1600154","Amapá","2017","Pedra Branca do Amapari","4957","7469.39"
"160020","1600204","Amapá","2017","Calçoene","3873","8275.86"
"160021","1600212","Amapá","2017","Cutias","1705","13295.45"
"160023","1600238","Amapá","2017","Ferreira Gomes","2472","9222.22"
"160025","1600253","Amapá","2017","Itaubal","1540","4795.92"
"160027","1600279","Amapá","2017","Laranjal do Jari","16530","11314.06"
"160030","1600303","Amapá","2017","Macapá","185996","6470.46"
"160040","1600402","Amapá","2017","Mazagão","6201","5322.94"
"160050","1600501","Amapá","2017","Oiapoque","9060","5256.41"
"160053","1600535","Amapá","2017","Porto Grande","7243","7083.33"
"160055","1600550","Amapá","2017","Pracuúba","1271","10000.00"
"160060","1600600","Amapá","2017","Santana","42493","6346.41"
"160070","1600709","Amapá","2017","Tartarugalzinho","4401","10065.57"
"160080","1600808","Amapá","2017","Vitória do Jari","4373","7201.65"
"170025","1700251","Tocantins","2017","Abreulândia","1153","9117.65"
"170030","1700301","Tocantins","2017","Aguiarnópolis","2122","10000.00"
"170035","1700350","Tocantins","2017","Aliança do Tocantins","2362","7878.79"
"170040","1700400","Tocantins","2017","Almas","3106","5089.29"
"170070","1700707","Tocantins","2017","Alvorada","4197","15000.00"
"170100","1701002","Tocantins","2017","Ananás","3934","8451.61"
"170105","1701051","Tocantins","2017","Angico","1247","8125.00"
"170110","1701101","Tocantins","2017","Aparecida do Rio Negro","1656","8235.29"
"170130","1701309","Tocantins","2017","Aragominas","2837","12388.06"
"170190","1701903","Tocantins","2017","Araguacema","2790","7553.19"
"170200","1702000","Tocantins","2017","Araguaçu","3994","9677.42"
"170210","1702109","Tocantins","2017","Araguaína","74333","7504.09"
"170215","1702158","Tocantins","2017","Araguanã","2251","8620.69"
"170220","1702208","Tocantins","2017","Araguatins","11763","6936.09"
"170230","1702307","Tocantins","2017","Arapoema","2991","8958.33"
"170240","1702406","Tocantins","2017","Arraias","4288","6428.57"
"170255","1702554","Tocantins","2017","Augustinópolis","6788","9265.18"
"170270","1702703","Tocantins","2017","Aurora do Tocantins","1434","10263.16"
"170290","1702901","Tocantins","2017","Axixá do Tocantins","3594","8730.16"
"170300","1703008","Tocantins","2017","Babaçulândia","4146","6111.11"
"170305","1703057","Tocantins","2017","Bandeirantes do Tocantins","898","12647.06"
"170307","1703073","Tocantins","2017","Barra do Ouro","1546","10000.00"
"170310","1703107","Tocantins","2017","Barrolândia","2148","8873.24"
"170320","1703206","Tocantins","2017","Bernardo Sayão","1903","8955.22"
"170330","1703305","Tocantins","2017","Bom Jesus do Tocantins","1758","6973.68"
"170360","1703602","Tocantins","2017","Brasilândia do Tocantins","819","15384.62"
"170370","1703701","Tocantins","2017","Brejinho de Nazaré","2141","9000.00"
"170380","1703800","Tocantins","2017","Buriti do Tocantins","3397","7938.93"
"170382","1703826","Tocantins","2017","Cachoeirinha","822","6250.00"
"170384","1703842","Tocantins","2017","Campos Lindos","2899","12297.30"
"170386","1703867","Tocantins","2017","Cariri do Tocantins","1667","7894.74"
"170388","1703883","Tocantins","2017","Carmolândia","941","11250.00"
"170389","1703891","Tocantins","2017","Carrasco Bonito","1374","9687.50"
"170390","1703909","Tocantins","2017","Caseara","1929","11666.67"
"170410","1704105","Tocantins","2017","Centenário","777","12692.31"
"170460","1704600","Tocantins","2017","Chapada de Areia","631","18461.54"
"170510","1705102","Tocantins","2017","Chapada da Natividade","1046","6944.44"
"170550","1705508","Tocantins","2017","Colinas do Tocantins","14580","7192.98"
"170555","1705557","Tocantins","2017","Combinado","2160","17045.45"
"170560","1705607","Tocantins","2017","Conceição do Tocantins","1662","12307.69"
"170600","1706001","Tocantins","2017","Couto Magalhães","2031","10555.56"
"170610","1706100","Tocantins","2017","Cristalândia","2967","8658.54"
"170625","1706258","Tocantins","2017","Crixás do Tocantins","625","8260.87"
"170650","1706506","Tocantins","2017","Darcinópolis","2112","10641.03"
"170700","1707009","Tocantins","2017","Dianópolis","8850","7411.35"
"170710","1707108","Tocantins","2017","Divinópolis do Tocantins","2745","10925.93"
"170720","1707207","Tocantins","2017","Dois Irmãos do Tocantins","2458","10281.69"
"170730","1707306","Tocantins","2017","Dueré","1955","9607.84"
"170740","1707405","Tocantins","2017","Esperantina","2729","7777.78"
"170755","1707553","Tocantins","2017","Fátima","1571","5937.50"
"170765","1707652","Tocantins","2017","Figueirópolis","2799","5915.49"
"170770","1707702","Tocantins","2017","Filadélfia","2958","7304.35"
"170820","1708205","Tocantins","2017","Formoso do Araguaia","8096","6705.88"
"170825","1708254","Tocantins","2017","Fortaleza do Tabocão","998","9591.84"
"170830","1708304","Tocantins","2017","Goianorte","2167","16000.00"
"170900","1709005","Tocantins","2017","Goiatins","4108","7882.35"
"170930","1709302","Tocantins","2017","Guaraí","12016","7219.25"
"170950","1709500","Tocantins","2017","Gurupi","41080","7957.75"
"170980","1709807","Tocantins","2017","Ipueiras","617","13333.33"
"171050","1710508","Tocantins","2017","Itacajá","2329","7355.37"
"171070","1710706","Tocantins","2017","Itaguatins","1779","7794.12"
"171090","1710904","Tocantins","2017","Itapiratins","1994","10392.16"
"171110","1711100","Tocantins","2017","Itaporã do Tocantins","1185","10789.47"
"171150","1711506","Tocantins","2017","Jaú do Tocantins","1568","7096.77"
"171180","1711803","Tocantins","2017","Juarina","877","7250.00"
"171190","1711902","Tocantins","2017","Lagoa da Confusão","4432","9205.61"
"171195","1711951","Tocantins","2017","Lagoa do Tocantins","1283","9354.84"
"171200","1712009","Tocantins","2017","Lajeado","1284","11090.91"
"171215","1712157","Tocantins","2017","Lavandeira","807","16315.79"
"171240","1712405","Tocantins","2017","Lizarda","1023","9756.10"
"171245","1712454","Tocantins","2017","Luzinópolis","1066","10400.00"
"171250","1712504","Tocantins","2017","Marianópolis do Tocantins","2160","5370.37"
"171270","1712702","Tocantins","2017","Mateiros","1086","9729.73"
"171280","1712801","Tocantins","2017","Maurilândia do Tocantins","898","11600.00"
"171320","1713205","Tocantins","2017","Miracema do Tocantins","8888","7947.88"
"171330","1713304","Tocantins","2017","Miranorte","5875","9259.26"
"171360","1713601","Tocantins","2017","Monte do Carmo","2328","9047.62"
"171370","1713700","Tocantins","2017","Monte Santo do Tocantins","798","8214.29"
"171380","1713809","Tocantins","2017","Palmeiras do Tocantins","2252","14024.39"
"171395","1713957","Tocantins","2017","Muricilândia","921","6956.52"
"171420","1714203","Tocantins","2017","Natividade","3544","10172.41"
"171430","1714302","Tocantins","2017","Nazaré","1565","8085.11"
"171488","1714880","Tocantins","2017","Nova Olinda","4325","9039.55"
"171500","1715002","Tocantins","2017","Nova Rosalândia","1262","13170.73"
"171510","1715101","Tocantins","2017","Novo Acordo","1527","9411.76"
"171515","1715150","Tocantins","2017","Novo Alegre","1058","12105.26"
"171525","1715259","Tocantins","2017","Novo Jardim","1071","11176.47"
"171550","1715507","Tocantins","2017","Oliveira de Fátima","356","5600.00"
"171570","1715705","Tocantins","2017","Palmeirante","2010","8437.50"
"171575","1715754","Tocantins","2017","Palmeirópolis","3605","11898.73"
"171610","1716109","Tocantins","2017","Paraíso do Tocantins","24038","8031.03"
"171620","1716208","Tocantins","2017","Paranã","3723","10555.56"
"171630","1716307","Tocantins","2017","Pau D'Arco","2109","11594.20"
"171650","1716505","Tocantins","2017","Pedro Afonso","5606","8995.98"
"171660","1716604","Tocantins","2017","Peixe","4638","6614.17"
"171665","1716653","Tocantins","2017","Pequizeiro","2145","8970.59"
"171670","1716703","Tocantins","2017","Colméia","3958","11287.13"
"171700","1717008","Tocantins","2017","Pindorama do Tocantins","1763","12619.05"
"171720","1717206","Tocantins","2017","Piraquê","1193","11875.00"
"171750","1717503","Tocantins","2017","Pium","3184","4222.22"
"171780","1717800","Tocantins","2017","Ponte Alta do Bom Jesus","1256","10701.75"
"171790","1717909","Tocantins","2017","Ponte Alta do Tocantins","2574","5120.00"
"171800","1718006","Tocantins","2017","Porto Alegre do Tocantins","1146","10000.00"
"171820","1718204","Tocantins","2017","Porto Nacional","24572","8038.32"
"171830","1718303","Tocantins","2017","Praia Norte","2436","6269.84"
"171840","1718402","Tocantins","2017","Presidente Kennedy","1536","7647.06"
"171845","1718451","Tocantins","2017","Pugmil","1084","8461.54"
"171850","1718501","Tocantins","2017","Recursolândia","844","10588.24"
"171855","1718550","Tocantins","2017","Riachinho","884","4393.94"
"171865","1718659","Tocantins","2017","Rio da Conceição","613","16315.79"
"171870","1718709","Tocantins","2017","Rio dos Bois","1070","11388.89"
"171875","1718758","Tocantins","2017","Rio Sono","2171","9310.34"
"171880","1718808","Tocantins","2017","Sampaio","1408","9259.26"
"171884","1718840","Tocantins","2017","Sandolândia","1641","2093.02"
"171886","1718865","Tocantins","2017","Santa Fé do Araguaia","2524","9385.96"
"171888","1718881","Tocantins","2017","Santa Maria do Tocantins","1178","7948.72"
"171889","1718899","Tocantins","2017","Santa Rita do Tocantins","793","14782.61"
"171890","1718907","Tocantins","2017","Santa Rosa do Tocantins","1804","8915.66"
"171900","1719004","Tocantins","2017","Santa Tereza do Tocantins","1114","11190.48"
"172000","1720002","Tocantins","2017","Santa Terezinha do Tocantins","975","9714.29"
"172010","1720101","Tocantins","2017","São Bento do Tocantins","1803","7808.22"
"172015","1720150","Tocantins","2017","São Félix do Tocantins","307","11428.57"
"172020","1720200","Tocantins","2017","São Miguel do Tocantins","3817","9578.31"
"172025","1720259","Tocantins","2017","São Salvador do Tocantins","855","13333.33"
"172030","1720309","Tocantins","2017","São Sebastião do Tocantins","1162","7820.51"
"172049","1720499","Tocantins","2017","São Valério","1641","15777.78"
"172065","1720655","Tocantins","2017","Silvanópolis","2169","11388.89"
"172080","1720804","Tocantins","2017","Sítio Novo do Tocantins","3307","12183.10"
"172085","1720853","Tocantins","2017","Sucupira","774","9696.97"
"172090","1720903","Tocantins","2017","Taguatinga","5958","7500.00"
"172093","1720937","Tocantins","2017","Taipas do Tocantins","746","10769.23"
"172097","1720978","Tocantins","2017","Talismã","1461","13548.39"
"172100","1721000","Tocantins","2017","Palmas","127994","7498.96"
"172110","1721109","Tocantins","2017","Tocantínia","1961","11901.84"
"172120","1721208","Tocantins","2017","Tocantinópolis","9415","9582.25"
"172125","1721257","Tocantins","2017","Tupirama","637","13181.82"
"172130","1721307","Tocantins","2017","Tupiratins","1038","8000.00"
"172208","1722081","Tocantins","2017","Wanderlândia","4352","9302.33"
"172210","1722107","Tocantins","2017","Xambioá","4918","8994.41"
"110001","1100015","Rondônia","2018","Alta Floresta D'Oeste","10611","9599"
"110002","1100023","Rondônia","2018","Ariquemes","45300","8536"
"110003","1100031","Rondônia","2018","Cabixi","2869","16119"
"110004","1100049","Rondônia","2018","Cacoal","40083","6926"
"110005","1100056","Rondônia","2018","Cerejeiras","8699","9638"
"110006","1100064","Rondônia","2018","Colorado do Oeste","8851","6975"
"110007","1100072","Rondônia","2018","Corumbiara","4251","12235"
"110008","1100080","Rondônia","2018","Costa Marques","6266","12536"
"110009","1100098","Rondônia","2018","Espigão D'Oeste","15107","8129"
"110010","1100106","Rondônia","2018","Guajará-Mirim","16920","6044"
"110011","1100114","Rondônia","2018","Jaru","24774","7449"
"110012","1100122","Rondônia","2018","Ji-Paraná","60324","8071"
"110013","1100130","Rondônia","2018","Machadinho D'Oeste","14955","9574"
"110014","1100148","Rondônia","2018","Nova Brasilândia D'Oeste","10188","7813"
"110015","1100155","Rondônia","2018","Ouro Preto do Oeste","19251","6696"
"110018","1100189","Rondônia","2018","Pimenta Bueno","18348","8399"
"110020","1100205","Rondônia","2018","Porto Velho","215855","7141"
"110025","1100254","Rondônia","2018","Presidente Médici","11553","10288"
"110026","1100262","Rondônia","2018","Rio Crespo","1370","9796"
"110028","1100288","Rondônia","2018","Rolim de Moura","25383","6754"
"110029","1100296","Rondônia","2018","Santa Luzia D'Oeste","4521","7297"
"110030","1100304","Rondônia","2018","Vilhena","41211","8184"
"110032","1100320","Rondônia","2018","São Miguel do Guaporé","10257","8142"
"110033","1100338","Rondônia","2018","Nova Mamoré","10418","5669"
"110034","1100346","Rondônia","2018","Alvorada D'Oeste","7603","9886"
"110037","1100379","Rondônia","2018","Alto Alegre dos Parecis","6148","9412"
"110040","1100403","Rondônia","2018","Alto Paraíso","9019","6582"
"110045","1100452","Rondônia","2018","Buritis","16944","10743"
"110050","1100502","Rondônia","2018","Novo Horizonte do Oeste","4806","7253"
"110060","1100601","Rondônia","2018","Cacaulândia","2990","7465"
"110070","1100700","Rondônia","2018","Campo Novo de Rondônia","5684","3237"
"110080","1100809","Rondônia","2018","Candeias do Jamari","8824","4416"
"110090","1100908","Rondônia","2018","Castanheiras","1771","10769"
"110092","1100924","Rondônia","2018","Chupinguaia","4426","5030"
"110094","1100940","Rondônia","2018","Cujubim","7539","17536"
"110100","1101005","Rondônia","2018","Governador Jorge Teixeira","4609","11574"
"110110","1101104","Rondônia","2018","Itapuã do Oeste","4258","6882"
"110120","1101203","Rondônia","2018","Ministro Andreazza","4644","11700"
"110130","1101302","Rondônia","2018","Mirante da Serra","5899","2468"
"110140","1101401","Rondônia","2018","Monte Negro","6871","7677"
"110143","1101435","Rondônia","2018","Nova União","4079","5638"
"110145","1101450","Rondônia","2018","Parecis","2069","12041"
"110146","1101468","Rondônia","2018","Pimenteiras do Oeste","1080","6923"
"110147","1101476","Rondônia","2018","Primavera de Rondônia","1476","10164"
"110148","1101484","Rondônia","2018","São Felipe D'Oeste","2814","9459"
"110149","1101492","Rondônia","2018","São Francisco do Guaporé","8271","10243"
"110150","1101500","Rondônia","2018","Seringueiras","6215","9677"
"110155","1101559","Rondônia","2018","Teixeirópolis","2539","9649"
"110160","1101609","Rondônia","2018","Theobroma","5423","5804"
"110170","1101708","Rondônia","2018","Urupá","6402","10403"
"110175","1101757","Rondônia","2018","Vale do Anari","4549","11860"
"110180","1101807","Rondônia","2018","Vale do Paraíso","3121","12785"
"120001","1200013","Acre","2018","Acrelândia","5108","7312"
"120005","1200054","Acre","2018","Assis Brasil","2151","5163"
"120010","1200104","Acre","2018","Brasiléia","8582","7089"
"120013","1200138","Acre","2018","Bujari","3353","2426"
"120017","1200179","Acre","2018","Capixaba","4038","6192"
"120020","1200203","Acre","2018","Cruzeiro do Sul","30372","5147"
"120025","1200252","Acre","2018","Epitaciolândia","6585","4271"
"120030","1200302","Acre","2018","Feijó","11048","5915"
"120032","1200328","Acre","2018","Jordão","1808","10038"
"120033","1200336","Acre","2018","Mâncio Lima","5121","6056"
"120034","1200344","Acre","2018","Manoel Urbano","2985","5787"
"120035","1200351","Acre","2018","Marechal Thaumaturgo","5281","11485"
"120038","1200385","Acre","2018","Plácido de Castro","5940","8642"
"120039","1200393","Acre","2018","Porto Walter","3486","6871"
"120040","1200401","Acre","2018","Rio Branco","154892","7593"
"120042","1200427","Acre","2018","Rodrigues Alves","4786","3148"
"120043","1200435","Acre","2018","Santa Rosa do Purus","1258","7047"
"120045","1200450","Acre","2018","Senador Guiomard","8328","6718"
"120050","1200500","Acre","2018","Sena Madureira","15967","6957"
"120060","1200609","Acre","2018","Tarauacá","12018","7532"
"120070","1200708","Acre","2018","Xapuri","6903","10132"
"120080","1200807","Acre","2018","Porto Acre","4640","6948"
"130002","1300029","Amazonas","2018","Alvarães","3768","6990"
"130006","1300060","Amazonas","2018","Amaturá","2420","9885"
"130008","1300086","Amazonas","2018","Anamã","4216","8505"
"130010","1300102","Amazonas","2018","Anori","6679","14405"
"130014","1300144","Amazonas","2018","Apuí","8195","11126"
"130020","1300201","Amazonas","2018","Atalaia do Norte","5628","9297"
"130030","1300300","Amazonas","2018","Autazes","11997","6976"
"130040","1300409","Amazonas","2018","Barcelos","7366","5196"
"130050","1300508","Amazonas","2018","Barreirinha","9789","8716"
"130060","1300607","Amazonas","2018","Benjamin Constant","12587","10412"
"130063","1300631","Amazonas","2018","Beruri","5185","7939"
"130068","1300680","Amazonas","2018","Boa Vista do Ramos","5349","10063"
"130070","1300706","Amazonas","2018","Boca do Acre","10947","5382"
"130080","1300805","Amazonas","2018","Borba","13479","8817"
"130083","1300839","Amazonas","2018","Caapiranga","3615","6256"
"130090","1300904","Amazonas","2018","Canutama","4967","9032"
"130100","1301001","Amazonas","2018","Carauari","9730","7431"
"130110","1301100","Amazonas","2018","Careiro","9175","10455"
"130115","1301159","Amazonas","2018","Careiro da Várzea","8480","7881"
"130120","1301209","Amazonas","2018","Coari","29216","6931"
"130130","1301308","Amazonas","2018","Codajás","8442","8825"
"130140","1301407","Amazonas","2018","Eirunepé","12350","7072"
"130150","1301506","Amazonas","2018","Envira","5254","7716"
"130160","1301605","Amazonas","2018","Fonte Boa","8207","6164"
"130165","1301654","Amazonas","2018","Guajará","3496","6056"
"130170","1301704","Amazonas","2018","Humaitá","15817","9645"
"130180","1301803","Amazonas","2018","Ipixuna","6651","5919"
"130185","1301852","Amazonas","2018","Iranduba","15488","9691"
"130190","1301902","Amazonas","2018","Itacoatiara","34999","7527"
"130195","1301951","Amazonas","2018","Itamarati","1875","5083"
"130200","1302009","Amazonas","2018","Itapiranga","3125","11656"
